Attrition;Age;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
FALSE;45;Travel_Rarely;Research & Development;28;3;Technical Degree;4;Male;3;1;Research Scientist;4;Married;2132;4;0;20;4;4;80;1;8;3;3;5;4;0;3
FALSE;42;Travel_Frequently;Research & Development;2;3;Life Sciences;4;Male;3;3;Healthcare Representative;4;Married;10124;2;1;14;3;3;80;1;24;3;1;20;8;13;9
FALSE;40;Travel_Rarely;Sales;9;2;Medical;1;Male;3;2;Sales Executive;1;Married;5473;0;0;12;3;4;80;0;9;5;4;8;4;7;1
FALSE;33;Travel_Rarely;Research & Development;28;4;Life Sciences;2;Male;3;2;Laboratory Technician;3;Married;5207;1;1;12;3;2;80;1;15;3;3;15;14;5;7
FALSE;40;Travel_Rarely;Human Resources;6;2;Medical;3;Male;3;4;Manager;4;Single;16437;1;1;21;4;4;80;0;21;2;3;21;7;7;7
FALSE;24;Travel_Rarely;Research & Development;21;2;Technical Degree;3;Male;2;1;Laboratory Technician;1;Divorced;2296;0;0;14;3;2;80;1;2;3;3;1;1;0;0
FALSE;40;Non-Travel;Research & Development;8;2;Life Sciences;4;Male;3;2;Healthcare Representative;4;Divorced;4069;3;1;18;3;3;80;0;8;2;3;2;2;2;2
FALSE;45;Travel_Rarely;Research & Development;1;4;Technical Degree;1;Male;3;3;Healthcare Representative;2;Divorced;7441;1;0;12;3;1;80;1;10;4;3;10;8;7;7
FALSE;35;Travel_Rarely;Sales;28;4;Life Sciences;2;Female;2;1;Sales Representative;3;Married;2430;0;0;23;4;1;80;1;6;5;3;5;3;4;2
FALSE;32;Travel_Rarely;Research & Development;5;2;Life Sciences;4;Female;2;2;Research Scientist;2;Married;5878;3;0;12;3;1;80;1;12;2;3;7;1;2;5
FALSE;36;Travel_Rarely;Sales;2;4;Life Sciences;3;Male;3;1;Sales Representative;4;Single;2644;3;1;21;4;4;80;0;7;3;2;3;2;1;2
FALSE;48;Travel_Rarely;Sales;16;4;Life Sciences;3;Female;3;2;Sales Executive;3;Divorced;6439;8;0;14;3;3;80;1;18;2;3;8;7;7;7
FALSE;29;Travel_Rarely;Research & Development;9;3;Life Sciences;3;Male;4;1;Research Scientist;3;Married;2451;6;0;18;3;1;80;1;5;2;2;1;0;0;0
FALSE;33;Travel_Rarely;Sales;8;4;Life Sciences;1;Male;3;2;Sales Executive;1;Married;6392;2;0;13;3;4;80;1;8;6;1;2;2;2;2
TRUE;30;Travel_Rarely;Sales;1;3;Life Sciences;2;Male;2;2;Sales Executive;1;Married;9714;1;0;11;3;4;80;1;10;4;3;10;8;6;7
FALSE;38;Travel_Frequently;Human Resources;10;4;Human Resources;3;Male;3;2;Human Resources;3;Married;6077;3;0;11;3;3;80;0;10;2;3;6;3;1;2
FALSE;35;Travel_Rarely;Research & Development;1;3;Medical;4;Male;2;1;Laboratory Technician;1;Single;2450;1;0;19;3;2;80;0;3;3;3;3;0;1;2
FALSE;30;Travel_Rarely;Sales;29;4;Technical Degree;3;Male;3;3;Sales Executive;2;Married;9250;3;0;12;3;2;80;1;9;3;3;4;2;1;3
TRUE;35;Travel_Rarely;Research & Development;2;3;Life Sciences;1;Female;3;1;Laboratory Technician;1;Divorced;2074;1;1;12;3;4;80;1;1;2;3;1;0;0;0
TRUE;53;Travel_Rarely;Research & Development;2;5;Technical Degree;3;Female;2;3;Manufacturing Director;4;Married;10169;0;0;16;3;2;80;1;34;4;3;33;7;1;9
TRUE;38;Travel_Rarely;Research & Development;2;3;Medical;3;Male;3;2;Manufacturing Director;2;Married;4855;4;0;11;3;1;80;1;7;2;3;5;2;1;4
FALSE;32;Non-Travel;Research & Development;1;4;Technical Degree;4;Male;3;2;Research Scientist;1;Married;4087;4;0;14;3;2;80;1;9;3;2;6;5;1;2
FALSE;48;Travel_Rarely;Research & Development;15;4;Other;3;Female;3;1;Research Scientist;1;Married;2367;8;0;12;3;4;80;1;10;3;2;8;2;7;6
FALSE;34;Travel_Rarely;Research & Development;7;4;Medical;1;Male;3;1;Research Scientist;4;Single;2972;1;0;13;3;3;80;0;1;4;1;1;0;0;0
FALSE;55;Travel_Rarely;Sales;26;5;Marketing;3;Male;2;5;Manager;4;Married;19586;1;0;21;4;3;80;1;36;3;3;36;6;2;13
FALSE;34;Travel_Rarely;Research & Development;1;4;Life Sciences;2;Male;3;2;Research Scientist;4;Married;5484;9;0;17;3;2;80;1;9;3;2;2;2;2;1
FALSE;26;Travel_Rarely;Research & Development;3;3;Life Sciences;1;Female;3;1;Research Scientist;4;Married;2061;1;0;21;4;1;80;0;1;5;3;1;0;0;0
FALSE;38;Travel_Rarely;Sales;14;3;Life Sciences;3;Male;3;2;Sales Executive;2;Married;9924;0;0;11;3;4;80;1;10;3;3;9;8;7;7
FALSE;38;Travel_Rarely;Sales;16;3;Life Sciences;2;Female;3;2;Sales Executive;2;Single;4198;2;0;12;3;2;80;0;8;5;4;3;2;1;2
FALSE;36;Travel_Rarely;Sales;1;4;Life Sciences;2;Female;3;2;Sales Executive;3;Single;6815;6;0;13;3;1;80;0;15;5;3;1;0;0;0
FALSE;29;Travel_Rarely;Research & Development;3;1;Medical;2;Male;3;1;Laboratory Technician;1;Single;4723;1;1;18;3;4;80;0;10;3;3;10;9;1;5
FALSE;35;Travel_Rarely;Research & Development;10;4;Medical;1;Female;3;2;Healthcare Representative;3;Single;6142;3;1;16;3;3;80;0;10;4;3;5;2;0;4
FALSE;39;Travel_Rarely;Sales;6;3;Medical;4;Male;4;3;Sales Executive;3;Married;8237;2;0;11;3;1;80;1;11;3;3;7;6;7;6
FALSE;29;Travel_Frequently;Research & Development;2;1;Life Sciences;1;Male;3;2;Healthcare Representative;4;Divorced;8853;1;0;19;3;4;80;1;6;0;4;6;4;1;3
FALSE;50;Travel_Rarely;Sales;9;3;Marketing;3;Male;3;5;Manager;3;Married;19331;4;1;16;3;3;80;1;27;2;3;1;0;0;0
FALSE;23;Travel_Rarely;Research & Development;10;3;Technical Degree;4;Male;4;1;Research Scientist;3;Married;2073;2;0;16;3;4;80;1;4;2;3;2;2;2;2
FALSE;36;Travel_Frequently;Research & Development;6;4;Life Sciences;1;Male;4;2;Laboratory Technician;1;Married;5562;3;1;13;3;4;80;1;9;3;3;3;2;0;2
FALSE;42;Travel_Rarely;Research & Development;9;2;Other;4;Male;2;5;Manager;4;Single;19613;8;0;22;4;4;80;0;24;2;3;1;0;0;1
FALSE;35;Travel_Rarely;Research & Development;28;3;Life Sciences;2;Male;4;2;Laboratory Technician;3;Married;3407;1;0;17;3;4;80;1;10;3;2;10;9;6;8
FALSE;34;Travel_Frequently;Research & Development;10;4;Technical Degree;4;Male;2;2;Healthcare Representative;3;Married;5063;1;0;14;3;2;80;1;8;3;2;8;2;7;7
FALSE;40;Travel_Rarely;Sales;14;2;Life Sciences;4;Female;3;2;Sales Executive;1;Married;4639;1;0;15;3;3;80;1;5;2;3;5;4;1;2
FALSE;43;Travel_Rarely;Research & Development;27;3;Technical Degree;4;Male;4;1;Laboratory Technician;2;Divorced;4876;5;0;12;3;3;80;1;8;0;3;6;4;0;2
FALSE;35;Travel_Rarely;Research & Development;7;2;Life Sciences;3;Male;2;1;Laboratory Technician;4;Married;2690;1;0;18;3;4;80;1;1;5;2;1;0;0;1
FALSE;46;Travel_Rarely;Sales;1;4;Life Sciences;4;Male;4;4;Manager;1;Single;17567;1;0;15;3;2;80;0;27;5;1;26;0;0;12
TRUE;28;Travel_Rarely;Research & Development;24;3;Medical;3;Male;3;1;Laboratory Technician;2;Married;2408;1;1;17;3;3;80;1;1;3;3;1;1;0;0
FALSE;22;Non-Travel;Research & Development;26;2;Other;2;Female;2;1;Research Scientist;3;Married;2814;1;1;14;3;2;80;0;4;2;2;4;2;1;3
FALSE;50;Travel_Frequently;Research & Development;20;5;Medical;2;Male;3;4;Healthcare Representative;3;Married;11245;2;1;15;3;3;80;1;32;3;3;30;8;12;13
FALSE;32;Travel_Rarely;Research & Development;5;4;Other;2;Female;4;1;Research Scientist;4;Married;3312;3;0;17;3;4;80;1;6;3;3;3;2;0;2
FALSE;44;Travel_Rarely;Research & Development;7;3;Medical;2;Female;3;5;Research Director;4;Divorced;19049;0;1;14;3;4;80;1;23;4;2;22;7;1;10
FALSE;30;Travel_Rarely;Research & Development;7;3;Medical;2;Male;2;1;Research Scientist;2;Married;2141;1;0;12;3;2;80;1;6;3;2;6;4;1;1
FALSE;45;Travel_Rarely;Research & Development;5;5;Medical;3;Female;1;2;Laboratory Technician;1;Single;5769;1;1;14;3;1;80;0;10;3;3;10;7;1;4
FALSE;45;Non-Travel;Sales;26;3;Marketing;1;Male;2;2;Sales Executive;1;Married;4385;1;0;15;3;1;80;1;10;2;3;10;7;4;5
FALSE;31;Travel_Frequently;Sales;2;4;Other;4;Male;3;2;Sales Executive;1;Single;5332;7;0;13;3;4;80;0;10;3;3;5;2;0;3
FALSE;36;Travel_Rarely;Research & Development;12;4;Life Sciences;3;Female;3;2;Manufacturing Director;3;Married;4663;9;1;12;3;2;80;1;7;2;3;3;2;1;1
FALSE;34;Travel_Frequently;Research & Development;10;4;Life Sciences;3;Male;4;2;Manufacturing Director;4;Divorced;4724;1;0;13;3;1;80;1;9;3;3;9;7;7;2
FALSE;49;Travel_Rarely;Research & Development;25;4;Life Sciences;3;Female;3;1;Laboratory Technician;1;Married;3211;1;0;14;3;4;80;1;10;3;2;9;6;1;4
FALSE;39;Travel_Rarely;Research & Development;10;5;Medical;2;Male;3;2;Manufacturing Director;1;Married;5377;2;0;13;3;4;80;1;10;3;3;7;7;7;7
FALSE;27;Travel_Rarely;Research & Development;19;3;Other;4;Male;2;1;Laboratory Technician;1;Divorced;4066;1;0;11;3;1;80;1;7;3;3;7;7;0;7
FALSE;35;Travel_Rarely;Research & Development;18;5;Life Sciences;2;Male;4;2;Research Scientist;1;Married;5208;1;0;11;3;4;80;0;16;2;3;16;15;1;10
FALSE;28;Travel_Rarely;Research & Development;27;3;Medical;2;Female;1;2;Manufacturing Director;1;Divorced;4877;0;0;21;4;2;80;1;6;5;2;5;3;0;0
FALSE;21;Travel_Rarely;Research & Development;5;1;Medical;3;Male;3;1;Research Scientist;4;Single;3117;1;0;18;3;3;80;0;3;2;3;2;2;2;2
TRUE;18;Travel_Frequently;Sales;3;2;Medical;2;Female;3;1;Sales Representative;4;Single;1569;1;1;12;3;3;80;0;0;2;4;0;0;0;0
FALSE;47;Travel_Rarely;Human Resources;26;4;Life Sciences;4;Female;3;5;Manager;3;Married;19658;3;0;11;3;3;80;1;27;2;3;5;2;1;0
FALSE;39;Travel_Rarely;Research & Development;3;2;Medical;3;Male;2;2;Laboratory Technician;3;Divorced;3069;0;0;15;3;4;80;1;11;3;3;10;8;0;7
FALSE;40;Travel_Rarely;Research & Development;15;3;Life Sciences;1;Female;2;3;Manufacturing Director;3;Married;10435;1;0;13;3;4;80;1;18;2;3;18;15;14;12
FALSE;35;Non-Travel;Research & Development;8;4;Life Sciences;3;Female;3;2;Healthcare Representative;3;Married;4148;1;0;12;3;4;80;1;15;5;3;14;11;2;9
FALSE;37;Travel_Rarely;Research & Development;19;3;Life Sciences;3;Male;3;2;Manufacturing Director;3;Married;5768;3;0;17;3;1;80;1;9;2;2;4;3;0;2
FALSE;39;Travel_Frequently;Research & Development;4;3;Medical;1;Female;3;2;Manufacturing Director;3;Single;5042;0;0;13;3;4;80;0;10;2;1;9;2;3;8
FALSE;45;Travel_Rarely;Research & Development;2;2;Other;4;Female;2;2;Manufacturing Director;4;Divorced;5770;1;0;19;3;1;80;1;10;3;3;10;7;3;9
FALSE;38;Travel_Rarely;Research & Development;2;2;Medical;4;Female;2;3;Manufacturing Director;3;Married;7756;3;1;19;3;4;80;1;10;6;4;5;4;0;2
TRUE;35;Travel_Rarely;Sales;10;3;Medical;4;Male;2;3;Sales Executive;1;Married;10306;9;0;17;3;3;80;0;15;3;3;13;12;6;0
FALSE;37;Travel_Rarely;Research & Development;10;3;Medical;2;Female;3;1;Research Scientist;2;Married;3936;1;0;11;3;1;80;1;8;2;1;8;4;7;7
FALSE;40;Travel_Rarely;Research & Development;16;3;Life Sciences;3;Female;3;3;Manufacturing Director;4;Single;7945;6;1;15;3;4;80;0;18;2;2;4;2;3;3
FALSE;44;Travel_Frequently;Human Resources;1;5;Human Resources;1;Male;3;2;Human Resources;4;Married;5743;4;1;11;3;3;80;0;14;3;3;10;7;0;2
FALSE;48;Travel_Frequently;Research & Development;4;5;Medical;3;Male;2;4;Manager;4;Married;15202;2;0;25;4;2;80;1;23;3;3;2;2;2;2
TRUE;35;Travel_Rarely;Sales;15;2;Medical;1;Male;1;2;Sales Executive;4;Divorced;5440;6;1;14;3;4;80;1;7;2;2;2;2;2;2
FALSE;24;Travel_Frequently;Research & Development;2;1;Technical Degree;1;Female;3;1;Research Scientist;4;Single;3760;1;1;13;3;3;80;0;6;2;3;6;3;1;3
FALSE;27;Travel_Rarely;Research & Development;8;3;Medical;2;Female;4;1;Research Scientist;3;Married;3517;7;0;17;3;1;80;0;5;0;3;3;2;0;2
FALSE;27;Travel_Frequently;Research & Development;2;3;Medical;4;Male;3;1;Research Scientist;4;Single;2580;2;0;13;3;3;80;0;6;0;2;4;2;1;2
TRUE;40;Travel_Rarely;Research & Development;7;3;Life Sciences;1;Male;3;1;Laboratory Technician;1;Single;2166;3;1;14;3;2;80;0;10;3;1;4;2;0;3
FALSE;29;Travel_Rarely;Sales;10;3;Medical;3;Male;2;2;Sales Executive;3;Single;5869;9;0;11;3;3;80;0;8;2;3;5;2;1;4
FALSE;36;Travel_Rarely;Research & Development;5;4;Life Sciences;2;Female;3;3;Healthcare Representative;1;Married;8008;4;0;12;3;3;80;1;9;6;3;3;2;0;2
FALSE;25;Travel_Frequently;Research & Development;2;1;Life Sciences;4;Male;4;2;Manufacturing Director;3;Divorced;5206;1;0;17;3;3;80;1;7;6;3;7;7;0;7
FALSE;39;Travel_Rarely;Research & Development;12;3;Medical;4;Male;3;2;Manufacturing Director;2;Married;5295;4;0;21;4;3;80;0;7;3;3;5;4;1;0
FALSE;49;Travel_Rarely;Research & Development;22;4;Other;1;Female;3;4;Research Director;2;Married;16413;3;0;16;3;2;80;1;27;2;3;4;2;1;2
FALSE;50;Travel_Rarely;Research & Development;17;5;Life Sciences;4;Female;2;3;Research Director;1;Divorced;13269;5;0;15;3;3;80;1;19;3;3;14;11;1;11
FALSE;20;Travel_Rarely;Sales;2;3;Medical;3;Female;3;1;Sales Representative;3;Single;2783;1;0;19;3;1;80;0;2;3;3;2;2;2;2
FALSE;34;Travel_Rarely;Research & Development;3;3;Life Sciences;4;Female;3;2;Research Scientist;2;Divorced;5433;1;0;12;3;3;80;1;11;2;3;11;8;7;9
FALSE;36;Travel_Rarely;Research & Development;7;3;Life Sciences;1;Male;3;1;Laboratory Technician;2;Single;2013;2;0;11;3;3;80;0;15;4;3;4;3;1;3
FALSE;49;Travel_Rarely;Research & Development;6;1;Life Sciences;3;Female;2;4;Healthcare Representative;3;Married;13966;2;1;19;3;2;80;1;30;3;3;15;11;2;12
FALSE;36;Non-Travel;Research & Development;1;4;Medical;4;Female;2;2;Manufacturing Director;3;Married;4374;0;0;15;3;3;80;0;4;6;3;3;2;1;2
FALSE;36;Travel_Rarely;Research & Development;3;2;Life Sciences;4;Male;4;2;Healthcare Representative;1;Divorced;6842;6;0;20;4;1;80;1;13;3;3;5;4;0;4
FALSE;54;Travel_Rarely;Research & Development;22;5;Medical;2;Female;3;4;Manager;3;Married;17426;3;0;25;4;3;80;1;36;6;3;10;8;4;7
FALSE;43;Travel_Rarely;Research & Development;15;2;Life Sciences;3;Male;2;4;Research Director;3;Married;17603;1;0;24;4;1;80;1;14;3;3;14;10;6;11
TRUE;35;Travel_Frequently;Sales;12;4;Other;4;Male;3;2;Sales Executive;4;Single;4581;3;1;24;4;1;80;0;13;2;4;11;9;6;7
FALSE;38;Travel_Frequently;Research & Development;1;3;Life Sciences;4;Male;3;2;Research Scientist;4;Married;4735;7;0;15;3;4;80;1;19;4;4;13;11;2;9
FALSE;29;Travel_Rarely;Sales;5;3;Medical;1;Male;2;2;Sales Executive;2;Divorced;4187;1;1;13;3;2;80;1;10;3;2;10;0;0;9
FALSE;33;Travel_Rarely;Sales;2;4;Medical;4;Male;3;2;Sales Executive;4;Divorced;5505;1;0;14;3;3;80;1;6;5;3;6;2;0;4
FALSE;32;Travel_Rarely;Research & Development;2;3;Medical;4;Male;3;2;Research Scientist;2;Divorced;5470;0;0;13;3;3;80;1;10;4;2;9;5;1;6
FALSE;31;Travel_Rarely;Sales;5;4;Life Sciences;1;Female;3;2;Sales Executive;4;Married;5476;1;0;11;3;1;80;1;10;2;3;10;0;0;2
FALSE;49;Travel_Rarely;Research & Development;16;3;Medical;4;Female;3;1;Laboratory Technician;1;Divorced;2587;4;1;16;3;2;80;1;17;2;2;2;2;2;2
FALSE;38;Travel_Frequently;Research & Development;2;3;Medical;4;Female;2;1;Laboratory Technician;2;Single;2440;1;0;22;4;2;80;0;4;3;3;4;3;3;3
FALSE;47;Travel_Rarely;Sales;2;4;Life Sciences;2;Female;4;4;Manager;2;Divorced;15972;6;0;14;3;3;80;1;29;2;3;3;2;1;2
FALSE;49;Travel_Rarely;Research & Development;1;3;Life Sciences;3;Male;3;4;Manager;3;Single;15379;4;0;14;3;1;80;0;23;2;3;8;7;0;0
FALSE;41;Travel_Rarely;Sales;23;2;Life Sciences;4;Male;3;3;Sales Executive;3;Single;7082;3;1;16;3;4;80;0;21;2;3;2;0;0;2
FALSE;20;Travel_Rarely;Sales;9;1;Life Sciences;4;Male;3;1;Sales Representative;1;Single;2728;1;0;11;3;1;80;0;2;3;3;2;2;0;2
FALSE;33;Non-Travel;Sales;16;3;Life Sciences;3;Female;3;2;Sales Executive;4;Divorced;5368;1;1;25;4;3;80;1;7;2;3;6;5;1;2
FALSE;36;Travel_Rarely;Research & Development;26;4;Life Sciences;1;Male;3;2;Healthcare Representative;3;Married;5347;6;0;14;3;2;80;1;10;2;2;3;2;0;2
FALSE;44;Travel_Rarely;Human Resources;1;3;Life Sciences;3;Female;3;1;Human Resources;4;Divorced;3195;4;1;18;3;1;80;1;8;2;3;2;2;2;2
TRUE;23;Travel_Rarely;Research & Development;8;1;Medical;4;Male;2;1;Laboratory Technician;3;Single;3989;1;1;11;3;1;80;0;5;2;3;5;4;1;2
FALSE;38;Travel_Rarely;Research & Development;4;2;Medical;4;Female;3;1;Laboratory Technician;3;Married;3306;7;0;19;3;4;80;1;7;5;2;0;0;0;0
FALSE;53;Travel_Rarely;Research & Development;24;4;Medical;2;Male;4;3;Healthcare Representative;4;Married;7005;3;0;15;3;3;80;0;11;2;3;4;3;1;2
TRUE;48;Travel_Frequently;Sales;7;2;Medical;4;Female;3;1;Sales Representative;3;Married;2655;2;1;11;3;3;80;1;19;3;3;9;7;7;7
TRUE;32;Travel_Rarely;Research & Development;2;4;Life Sciences;4;Male;3;1;Laboratory Technician;2;Single;1393;1;0;12;3;1;80;0;1;2;3;1;0;0;0
FALSE;26;Non-Travel;Research & Development;7;3;Medical;4;Male;3;1;Laboratory Technician;4;Single;2570;1;0;20;4;3;80;0;7;5;3;7;7;5;7
FALSE;55;Travel_Rarely;Research & Development;22;3;Technical Degree;1;Male;2;1;Research Scientist;2;Divorced;3537;5;0;12;3;4;80;1;8;1;3;4;2;1;2
FALSE;34;Travel_Rarely;Research & Development;5;2;Medical;2;Male;2;2;Laboratory Technician;4;Married;3986;1;0;14;3;3;80;1;15;3;4;15;10;4;13
FALSE;60;Travel_Rarely;Research & Development;1;4;Medical;3;Male;1;3;Healthcare Representative;4;Divorced;10883;3;0;20;4;3;80;1;19;2;4;1;0;0;0
FALSE;33;Travel_Rarely;Research & Development;21;3;Medical;2;Male;4;1;Laboratory Technician;2;Married;2028;1;0;18;3;4;80;1;14;6;3;14;11;2;13
FALSE;37;Travel_Frequently;Sales;1;4;Medical;3;Male;1;2;Sales Executive;4;Divorced;9525;1;0;14;3;3;80;1;6;2;2;6;3;1;3
FALSE;34;Travel_Rarely;Research & Development;19;3;Life Sciences;2;Female;2;1;Research Scientist;4;Married;2929;1;0;12;3;2;80;0;10;3;3;10;9;8;7
TRUE;23;Travel_Rarely;Sales;7;3;Life Sciences;3;Male;3;1;Sales Representative;4;Divorced;2275;1;1;21;4;2;80;1;3;2;3;3;2;0;2
FALSE;44;Travel_Rarely;Research & Development;2;3;Life Sciences;3;Female;4;3;Healthcare Representative;4;Married;7879;1;1;19;3;2;80;1;9;2;3;8;7;6;7
FALSE;35;Travel_Frequently;Research & Development;2;4;Medical;1;Male;2;1;Research Scientist;4;Single;4930;0;1;14;3;3;80;0;6;2;4;5;4;1;4
FALSE;43;Travel_Rarely;Sales;2;3;Medical;4;Male;3;2;Sales Executive;4;Married;7847;1;1;17;3;1;80;1;10;3;3;10;9;8;8
FALSE;24;Travel_Rarely;Research & Development;9;3;Medical;3;Male;4;1;Research Scientist;3;Married;4401;1;0;16;3;4;80;1;5;1;3;5;3;0;4
FALSE;41;Travel_Rarely;Sales;6;3;Marketing;4;Male;3;3;Sales Executive;3;Single;9241;1;0;12;3;2;80;0;10;3;3;10;8;8;7
FALSE;29;Travel_Rarely;Research & Development;9;4;Medical;4;Female;3;1;Laboratory Technician;3;Married;2974;9;0;17;3;3;80;1;9;2;3;5;3;1;2
FALSE;36;Travel_Rarely;Sales;2;4;Life Sciences;3;Female;3;2;Sales Representative;4;Single;4502;3;0;15;3;3;80;0;17;2;2;13;7;6;7
FALSE;45;Non-Travel;Research & Development;1;1;Life Sciences;3;Male;2;3;Healthcare Representative;3;Married;10748;3;0;23;4;4;80;1;25;3;2;23;15;14;4
TRUE;24;Travel_Rarely;Human Resources;22;1;Human Resources;4;Male;1;1;Human Resources;3;Married;1555;1;0;11;3;3;80;1;1;2;3;1;0;0;0
TRUE;47;Travel_Frequently;Sales;9;3;Life Sciences;3;Male;1;4;Sales Executive;3;Married;12936;7;0;11;3;3;80;0;25;3;1;23;5;14;10
FALSE;26;Travel_Rarely;Research & Development;17;4;Medical;4;Male;1;1;Laboratory Technician;3;Married;2305;1;0;15;3;3;80;1;3;3;4;3;2;0;2
FALSE;45;Travel_Rarely;Research & Development;28;2;Technical Degree;4;Female;2;4;Research Director;2;Single;16704;1;0;11;3;3;80;0;21;2;3;21;6;8;6
FALSE;32;Travel_Frequently;Research & Development;10;3;Life Sciences;1;Male;3;1;Research Scientist;3;Married;3433;6;0;13;3;1;80;1;10;3;2;5;2;1;3
FALSE;31;Travel_Rarely;Research & Development;2;4;Life Sciences;2;Male;3;1;Laboratory Technician;3;Married;3477;1;0;14;3;4;80;1;6;2;4;5;2;0;3
FALSE;41;Non-Travel;Human Resources;4;3;Human Resources;3;Male;1;2;Human Resources;2;Married;6430;6;0;19;3;2;80;1;10;4;3;3;2;1;2
FALSE;40;Travel_Rarely;Research & Development;8;2;Life Sciences;2;Female;3;2;Manufacturing Director;1;Married;6516;2;1;16;3;2;80;1;18;3;3;1;0;0;0
FALSE;24;Travel_Rarely;Research & Development;29;1;Medical;2;Male;3;1;Laboratory Technician;1;Divorced;3907;1;0;13;3;2;80;1;6;2;4;6;2;1;2
FALSE;46;Travel_Rarely;Research & Development;13;4;Life Sciences;3;Male;3;2;Healthcare Representative;2;Single;5562;6;0;14;3;4;80;0;19;3;3;10;7;0;9
FALSE;35;Travel_Rarely;Research & Development;27;4;Life Sciences;4;Male;3;2;Manufacturing Director;3;Married;6883;2;0;16;3;2;80;1;17;3;3;7;7;0;7
FALSE;30;Travel_Rarely;Research & Development;16;1;Life Sciences;2;Male;3;1;Research Scientist;4;Married;2862;1;0;12;3;2;80;1;10;2;2;10;0;0;8
FALSE;47;Non-Travel;Sales;2;4;Marketing;3;Male;3;2;Sales Executive;2;Married;4978;7;0;11;3;4;80;1;4;3;1;1;0;0;0
FALSE;46;Travel_Rarely;Sales;2;3;Life Sciences;3;Male;3;3;Sales Executive;4;Divorced;10368;4;1;12;3;2;80;1;13;5;2;10;6;0;3
TRUE;36;Travel_Rarely;Sales;13;5;Marketing;2;Male;2;2;Sales Executive;1;Divorced;6134;5;1;13;3;2;80;1;16;3;3;2;2;2;2
TRUE;32;Travel_Rarely;Sales;1;2;Life Sciences;1;Male;1;2;Sales Executive;2;Single;6735;6;0;15;3;2;80;0;10;2;3;0;0;0;0
FALSE;23;Travel_Rarely;Research & Development;4;1;Medical;3;Female;3;1;Laboratory Technician;2;Single;3295;1;0;13;3;3;80;0;3;3;1;3;2;1;2
FALSE;31;Travel_Frequently;Research & Development;24;1;Technical Degree;4;Female;3;2;Manufacturing Director;4;Single;5238;2;0;20;4;4;80;0;9;3;2;5;4;1;4
FALSE;39;Non-Travel;Research & Development;1;3;Life Sciences;4;Male;3;2;Laboratory Technician;4;Married;6472;1;1;15;3;4;80;1;9;2;3;9;8;5;8
FALSE;32;Travel_Rarely;Sales;19;3;Life Sciences;4;Male;1;3;Sales Executive;3;Married;9610;3;0;13;3;3;80;1;10;2;1;4;3;0;2
FALSE;40;Travel_Rarely;Sales;7;4;Medical;2;Male;3;5;Manager;2;Single;19833;1;0;14;3;2;80;0;21;3;2;21;8;12;8
FALSE;45;Travel_Rarely;Human Resources;4;3;Life Sciences;3;Female;1;3;Human Resources;3;Married;9756;4;0;21;4;3;80;1;9;2;4;5;0;0;3
FALSE;30;Travel_Frequently;Research & Development;2;4;Technical Degree;4;Female;2;1;Research Scientist;1;Single;4968;0;0;16;3;4;80;0;10;2;3;9;7;0;7
FALSE;24;Travel_Frequently;Human Resources;10;3;Medical;1;Male;3;1;Human Resources;4;Married;2145;0;0;14;3;4;80;1;3;2;3;2;2;2;1
TRUE;30;Travel_Frequently;Human Resources;8;3;Human Resources;3;Female;2;1;Human Resources;4;Divorced;2180;6;0;11;3;3;80;1;6;0;2;4;2;1;2
FALSE;31;Travel_Rarely;Sales;5;3;Technical Degree;1;Male;3;2;Sales Executive;3;Married;8346;1;0;19;3;3;80;1;6;3;3;5;2;0;2
FALSE;27;Travel_Rarely;Research & Development;8;3;Medical;3;Female;3;1;Research Scientist;4;Single;3445;1;0;11;3;3;80;0;6;5;2;6;2;1;4
TRUE;29;Travel_Rarely;Sales;9;3;Marketing;2;Female;1;1;Sales Representative;2;Single;2760;1;0;13;3;3;80;0;2;3;3;2;2;2;2
FALSE;29;Travel_Frequently;Research & Development;1;3;Life Sciences;4;Male;4;2;Healthcare Representative;3;Single;6294;8;1;12;3;4;80;0;10;5;4;3;2;0;2
FALSE;30;Travel_Rarely;Sales;15;2;Marketing;3;Male;2;3;Sales Executive;1;Divorced;7140;2;0;11;3;1;80;1;12;2;3;7;7;1;7
FALSE;34;Travel_Rarely;Research & Development;2;4;Medical;4;Male;4;1;Research Scientist;4;Married;2932;0;1;14;3;1;80;1;6;3;3;5;0;1;2
FALSE;33;Non-Travel;Sales;2;3;Marketing;4;Female;3;2;Sales Executive;2;Single;5147;8;0;15;3;4;80;0;13;2;2;11;7;1;7
FALSE;49;Travel_Rarely;Sales;11;4;Marketing;4;Female;3;2;Sales Executive;4;Single;4507;3;0;12;3;3;80;0;8;1;4;5;1;0;4
TRUE;33;Travel_Rarely;Sales;16;3;Life Sciences;1;Female;3;3;Sales Executive;1;Single;8564;2;1;20;4;3;80;0;11;2;2;0;0;0;0
